code;product_name;brands;countries_tags;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;sodium_100g
3222472692157;Mozzarella (18% MG) - 660 g - Casino;Casino;en:france;977;18;12;1.3;0.8;0.1;17;0.5588;0.22
3222472692935;Casino Petit Beurre;Casino;en:france;1887;13;7.8;73;25;2.4;8.6;0.9398;0.37
3222472693802;Lasagnes;Casino;en:france;1502;2;0.4;72;3.7;3.6;12;0;0
3222472707981;Galettes de riz complet;Casino;en:france,en:french-guiana;1669;2.8;0.6;83;0.5;4.3;8.4;0.254;0.1
3222472708889;100% pur jus clémentine;Casino;en:france;189;0.1;0;10;9.5;0.1;0.9;0.0254;0.01
3222472711506;Riz thaï naturellement parfumé Bio Casino;Casino;en:france;1454;0.7;0.2;77;0;;7;0;0
3222472731993;Croustillants goût Emmental;Casino;en:france;2140;29;4;60;2.5;;5;1.7;0.67
3222472736509;Pain de mie pour toast spécial canapé;Casino;en:france;1251;6.2;0.6;53;6.4;;7.1;1.19888;0.472
3222472757108;Vinaigrette échalotes allégée;Casino;en:france;1025;26;2.4;3.4;1.6;0.3;0.3;2.286;0.9
3222472760917;6 quenelles de veau sauce financière;Casino;en:france;654;11;5.6;9.8;1.4;1.7;3.9;1;0.393700787
3222472760924;6 quenelles de brochet sauce crevette;Casino;en:france;533;7;4.1;12;0.5;;4.1;1.1;0.433070866
3222472764748;Casino Huile d'olive;Casino,Casino Bio;en:france;3766;100;15;0;0;0;0;0;0
3222472764793;Thaï;Casino;en:france;903;0.6;0;47;0;;4.8;0;0
3222472764830;Fromages de chèvre à dorer;Casino;en:france;1270;22;12;13;2;;14;3.3;1.3
3222472764861;Cancoillotte nature;Casino;en:france;440;5;3.4;1;0;;14;2;0.787401575
3222472764878;Cancoillotte à l'ail;Casino;en:france;466;5;3.8;2.5;0;;14;1.7;0.669291339
3222472767947;Biscuits matin miel et pépites de chocolat;Casino;en:france;1979;20;9.5;64;30;4;7;0.762;0.3
3222472769743;Barquettes choco-noisettes;casino;en:france;2046;23;2.8;62;46;2.9;6.9;0.28;0.11023622
3222472769750;Les desserts du chocolatier goût crème brûlée;Casino;en:france;2294;34;21;52;51;1.1;8.4;0.254;0.1
3222472771975;Casino muesli aux 4 céréales et aux fruits;Casino;en:france;1484;2.9;;73.6;;;7.4;;
3222472772606;Beurre traditionnel demi-sel;Casino;en:france;2980;80;55;0.5;0.5;;0.7;2;0.787401575
3222472772897;Moussaka (Aubergine - Bœuf), Surgelée;Casino,Groupe Casino;en:france;492;7.9;1.8;6;3.8;1.8;4.9;0.57;0.224409449
3222472774389;Crème Entière Fluide (30 % MG);Casino;en:france;1214;30;20;3.8;3.8;;2.3;0.1;0.039370079
3222472774679;Beurre moulé extra fin demi-sel Casino;Casino;en:france;2969;80;59;0.1;0.1;0;0.5;2.2098;0.87
3222472775195;Oeufs frais datés du jour de ponte (x 6) calibre Très Gros - Casino;Casino;en:france;594;9.9;2.6;0.8;0.8;0;12.6;0.3302;0.13
3222472775225;Spécial Sandwich, Complet (21 Tranches) Maxi Format;Casino;en:france;1097;5.1;0.6;42;5.1;6.4;8.4;1.1;0.433070866
3222472777526;Bifidus saveur citron;Casino;en:france;385;3.2;1.9;12;12;0.1;3.7;0.1016;0.04
3222472777533;Bifidus saveur noix de coco;Casino;en:france;92;3.2;1.9;12;12;0.1;3.7;0.1016;0.04
3222472779445;Tomates farcies et son riz cuisiné;Casino;en:france;401;3.3;0.4;12;1.9;;4.4;0.62992;0.248
3222472780939;Tortellini Ricotta-Épinards;Casino,Groupe Casino;en:france;1111;4.3;1.5;45;2.4;3.4;9.4;0.9652;0.38
3222472787181;Blanquette de poulet;Casino;en:france;431;2.5;1.6;14;1.8;1.1;5.9;0.508;0.2
3222472790501;Épinards hachés à la crème;Casino;en:france;185;2.2;1.4;3.7;1.8;1.5;1.7;0.762;0.3
3222472790778;Crème brûlée éclats de nougat noir;Casino;en:france;832;9.4;5.5;26;24;0.4;2.3;0.1016;0.04
3222472800941;Coleslaw 300 g;Casino;en:france;303;4.4;0.3;6.2;4.5;;0.8;0.91948;0.362
3222472801979;Chocolat supérieur Noir Menthe;Casino;en:france;1923;19;12;67;64;4;3.3;0.0508;0.02
3222472819370;Noir dégustation 85% cacao corsé;casino;en:france;2527;51;32;21;15;12;11;0.1;0.039370079
3222472824398;Huile d'olive vierge extra, extraite à froid;Casino;en:france;3700;100;15;0;0;0;0;0;0
3222472829850;Sprits chocolat au lait;Casino;en:france;2131;27;15;61;28;2.4;5.6;0.508;0.2
3222472845171;Emmental Français (28 % MG);Casino,Groupe Casino;en:france;1510;28;20;0.333;0.333;0;27;0.677;0.267
3222472845232;Casino sablés fourrés citron;Casino;en:france;1831;17;7;65;31;2.5;4.5;0.254;0.1
3222472845751;Quinoa origine Bolivie;Casino,Casino Bio;en:france;1577;6.3;;68;;;12;;
3222472856160;Copeaux de Parmigiano Reggiano AOP - 80 g - Casino;Casino;en:france;1607;;;;;;;;
3222472856306;Compot' Pomme;Casino;en:france;290;0.6;0;15;14;1;0.3;0.254;0.1
3222472857044;Pâté de jambon;Casino;en:france;1271;27;12;1;0.4;0;15;1.7;0.669291339
3222472858119;Quenelles de brochet aux oeufs frais;Casino;en:france;773;10.6;1.5;12.9;1.45;1.9;8.6;0.6604;0.26
3222472861775;Compote allégée pomme poire;Casino;en:france;267;0.2;0;14;14;2;0.3;0.0254;0.01
3222472861829;Compote allégée Pomme Fraise;Casino;en:france;252;0;0;14;14;1.8;0;0;0
3222472861836;Compote allégée pomme pêche;Casino;en:france;268;0.2;0;14;14;2;0.4;0.0254;0.01
3222472861867;Compote allégée pomme figue cannelle;Casino;en:france;263;0;0;14;14;2;0.5;0;0
3222472887966;Boisson au soja nature;Casino;en:france;139;1.8;0.3;0.8;0.4;0.5;3.2;0.1;0.039370079
3222472888000;boisson au soja calcium;Casino;en:france;138;1.8;0.3;0.8;0.4;0.5;3.2;0.254;0.1
3222472889243;Fromage frais pur chèvre (13% MG);Casino;en:france;711;13;9.3;2.2;2.2;0;11;0.762;0.3
3222472889281;mini beurres doux;casino;en:france;3054;82;56;0.5;0.5;0.1;7;0.1;0.039370079
3222472921530;Emmental Français Est-Central IGP au lait cru (32 % MG) Grand Cru - label Rouge ;Casino,Groupe Casino;en:france;1660;32;20;0.1;0.1;0;28;0.508;0.2
3222472922711;Spécialité au Soja Chocolat;Casino,Groupe Casino;en:france;460;2.1;0.6;18;15;2;3.8;0.127;0.05
3222472922728;100% pur jus orange avec pulpe Casino;Casino;en:france;93.5;;;5;;;0.4;;
3222472923961;Sauce tomates olives;Casino;en:france;312;4.5;0.7;5.1;4.9;3.9;1.6;1.016;0.4
3222472925460;Recette gourmande Légumes verts au Comté fondu;Casino;en:france;168;1.5;1;4.8;0.8;1.3;1.2;0.508;0.2
3222472947226;Saumon à l'oseille et son riz cuisiné;Casino;en:france;585;7.5;3.2;11;1.3;0.8;6.7;0.762;0.3
3222472949275;Huile de pépins de raisins;Casino;en:france;3700;100;13;0;0;0;;0;0
3222472949596;Saumon Atlantique au naturel;Casino;en:france;708;8.7;2.4;0.7;0;;22;1;0.393700787
3222472951582;Taboulé aux crevettes;Casino;en:france;555;4;0.5;18;3.4;2.35;4.8;0.762;0.3
3222472951636;Concombre à la crème;Casino,Groupe Casino;en:france;515;13;1.7;0.86;0.7;2.4;0.93;1.1938;0.47
3222472958420;Spaghetti - Cuisson 3 min.;Casino;en:france;1504;1.5;0.1;72;3.5;2.5;12;0.03;0.011811024
3222472958451;Pâtes Torti Cuisson 3 minutes;Casino;en:france;1485;1.5;0.1;72;2;2.5;12;0.03;0.011811024
3222472966791;Filets de poulets, blanc;Casino;en:france;439;0.7;0.2;0.3;0;0;24;0.1016;0.04
3222472988625;Flan pâtissier;Casino;en:france;519;1.67;1.17;24;16;0.0833;3.33;0.0847;0.0333
3222472992363;Riz Cantonais, Cuisson Express ;Casino,Groupe Casino;en:france;700;5.5;0.7;24;3;;5.2;0.9;0.354330709
3222473000937;Rillettes de thon;Casino;en:france;800;14;;1.6;;;15;;
3222473009961;Rillettes de saumon;Casino;en:france;995;19;;2.2;;;15;;
3222473010042;Gnocchi à poêler;Casino,Groupe Casino;en:france;800;2.3;0.4;35;2;2.7;5.8;1.5;0.590551181
3222473010172;Tielles à la sétoise (x 2) 210 g;Casino;en:france;1322;16;2.4;34;3.3;2;8;1.4732;0.58
3222473032266;Noix de pécan;Casino;en:france;2996;73;6.2;4.3;4;9.5;8.6;0;0
3222473034055;4 Mini gratins dauphinois;Casino;en:france;540;6.6;4.7;13;2.8;2.3;3.3;0.90932;0.358
3222473038831;Recette gourmande Légumes verts au Comté fondu;Casino;en:france;168;1.5;1;4.8;0.8;1.3;1.2;0.508;0.2
3222473039579;Riz naturellement parfumé Thaï;Casino;en:france;1523;1;0.1;80;0;1.6;8;0.0254;0.01
3222473039586;Thaï;Casino;en:france;1499;1;0.1;78;0;;8;0;0
3222473045846;Biscuits Pépites de Chocolat & Quinoa;Casino;en:france;1978;17;7;70;25;3.1;7.9;0.54102;0.213
3222473050802;Quenelles de veau au naturel;Casino;en:france;879;16;9.5;12;0;;4.9;0.75;0.295275591
3222473071241;5 fagots de haricots verts-cueillis et rangés main-;Casino;en:france;101;0.2;;2.7;;;1.6;;
3222473079759;Spaghetti Complets Bio;Casino BIO,Groupe Casino;en:france;1533;2;0.4;70;3;6;13;0.0254;0.01
3222473079766;Penne Rigate Complètes Bio;Casino BIO,Groupe Casino;en:france;1533;2;0.4;70;3;6;13;0.0254;0.01
3222473107988;Pain de Mie Bio;Casino BIO,Groupe Casino;en:france;1232;5.9;0.5;50;5.7;3.5;8;1.4;0.551181102
3222473119509;Guacamole;Casino Saveurs d'Ailleurs,Groupe Casino;en:france;878;5.7;1.3;1.7;0.9;1.9;0.5;0.3556;0.14
3222473136759;Soja Cuisine Bio Casino;Casino;en:france;480;11;1.2;1;0.7;0.6;3;0.127;0.05
3222473138722;Petit déjeuner cacaoté;Casino;en:france;1549;3.5;2.2;71;67;9.6;8;0.0508;0.02
3222473143955;Tutti frutti;Casino;en:france;678;0.2;0;66.9;0.2;0;0;0;0
3222473144433;Choco gaufrette;Casino;en:france;2226;31;24;54;37;5.2;7;0.254;0.1
3222473152759;Carpaccio de Saumon aux zestes de citron et à l'aneth;Casino,Casino Délices;en:france;956;16;1.9;1.4;1.2;;20;2.4;0.94488189
3222473155842;Pulpé orange sanguine;Casino;en:france;157;0.1;0.1;9.1;9;0.1;0.1;0.0254;0.01
3222473156580;Délices 100% Cacao;Casino;en:france;1491;21;13;8.8;0.5;28;20;1.2446;0.49
3222473156627;Flûtes tomate saveur chèvre;Casino Délices;en:france;1991;21;13;60;3;3;10;0.98;0.385826772
3222473156887;Vinaigrette basilic;Casino Délices;en:france;1931;43;6.9;20;5.5;;0;0.05;0.019685039
3222473159161;Mozzarella di Bufala Campana AOP (25% MG) - 210 g - Casino Délices;Casino,Casino Délices;en:france;1180;25;16;1;1;0;14;0.762;0.3
3222473159499;Picodon;Casino,Casino Délices;en:france;1174;23;18;1;0.6;0;18;1.4224;0.56
3222473159512;Comté AOP (34% MG) - 250 g - Casino Délices;Casino,Casino Délices;en:france;1734;34;23;0.1;0.1;0;28;0.9144;0.36
3222473159956;Coeur fondant au chocolat noir;Casino Délices,Casino;en:france;1462;17;11;42;31;3.4;7;0.1016;0.04
3222473161867;Macédoine de légumes;Casino,Groupe Casino;en:france;454;7.7;0.8;5;1.7;4.5;2.8;1.016;0.4
3222473161898;Duo carottes et céleri ;Casino,Groupe Casino;en:france;280;3;0.2;8;6;2;1;0.8636;0.34
3222473161904;Salade de Surimi, Carottes Ananas;Casino,Groupe Casino;en:france;837;17;1.2;7.2;3.8;1.8;4.2;1.6764;0.66
3222473161959;Casino sablés aux fruits rouges;Casino Délices;en:france;2044;21;14;68;33;2.2;5.5;0.3556;0.14
3222473162567;Filets de Maquereaux (tomate basilic);Casino;en:france;596;7.5;1.6;3.4;1.7;0.7;15;1.016;0.4
3222473163175;Filets de Maquereaux (au citron et à l'olive);Casino;en:france;982;19;3;1.4;1.1;;15;1;0.393700787
3222473163601;Pizza emmental, mozzarella, bleu d'Auvergne, cantal;Casino;en:france;1076;8.7;4.7;30;2.8;2.9;13;1.09982;0.433
3222473163618;Pizza à pâte fine Chèvre-Lardons;Casino;en:france;1039;9.7;4.9;28;3.4;2.1;11;1.09982;0.433
3222473163632;Pizza à pâte fine chorizo;Casino;en:france;976;8.2;3.2;29;3.2;2.2;9.5;1.30048;0.512
3222473166183;Bloc de foie gras de canard du Sud-Ouest avec morceaux;Casino Délices;en:france;1996;50;22;2;1.2;0;6.6;1.524;0.6
3222473166640;Caviar d'aubergines;Casino Délices;en:france;1314;32.6;3.4;4;2;3.5;0.7;1.016;0.4
3222473177165;Crème de marrons à la vanille;Casino;en:france;1035;0.5;0.1;59;52;;0.8;0.050038;0.0197
3222473195381;Yaourt brassé au lait entier framboise;Casino;en:france;378;2.72;1.68;12.8;12;0.32;3.28;0.0813;0.032
3222473195398;Yaourt brassé abricot au lait entier Bio Casino;Casino;en:france;375;2.7;1.7;13;12;0.4;3;0.0762;0.03
3222473213665;Savoureux Fruits Rouges et son biscuit pain de Gênes;Casino Délices;en:france;958;13;8.5;24;17;0.3;3.9;0.0762;0.03
3222473216246;100% pur jus Pamplemousse rose avec pulpe;Casino;en:france;168;0;0;9.4;9.4;;0.5;0.02;0.007874016
3222473216307;Jus d'Ananas;Casino;en:france;204;0;0;12;12;;0;0.02;0.007874016
3222473216321;100% pur jus Tomate;Casino;en:france;56;0.1;0;2.7;2.7;;0.6;0.3;0.118
3222473216338;100% pur Jus de pomme;Casino;en:france;204;0.1;0.1;12;11;0.1;0.1;0.0254;0.01
3222473216383;100% Pur Jus Pamplemousse Blanc avec pulpe Casino;Casino;en:france;172;0.1;0;9.4;9.4;0;0.5;0.0254;0.01
3222473216420;Jus de Raisin blanc & Muscat;Casino;en:france;281;0;0;16;16;;0.5;0.02;0.007874016
3222473216949;Colin d'Alaska 100 % Filet, Surgelés (8 panés);Casino,Groupe Casino;en:france;705;6.8;0.8;14;2.5;1.4;12;0.7366;0.29
3222473223404;Compote Pêches Brugnons avec morceaux fondants;Casino Délices;en:france;416;0;0;23;23;1.9;0.6;0.02;0.007874016
3222473237968;Noisettes;Casino;en:france;2342;36;6.5;53;51;3.6;4.6;0.3;0.118110236
3222473241361;Camembert Bio (21 % MG) ;Casino BIO,Groupe Casino;en:france;1100;21;15;0.1;0.1;0.1;19;1.27;0.5
3222473245147;Chips saveur poulet thym;Casino;en:france;2296;35;3.6;51;1.8;5;5.5;1.778;0.7
3222473250950;Saucisson sec qualité supérieure;Casino;en:france;1741;34;14;1.4;0.7;0.8;27;5.5626;2.19
3222473260546;Petits Plaisirs Saveur Cappuccino;Casino;en:france,en:reunion;2202;29;18;59;46;3;6;0.2794;0.11
3222473263530;Rillettes de saumon (Au Citron);Casino;en:france;674;10;1.6;3.9;2;;14;1;0.393700787
3222473264490;Noix de coco râpée;Casino;en:france;2794;70;64;4.7;4.5;15;7.3;0.0508;0.02
3222473264865;Muesli Croustillant Chocolat Noir Casino;Casino;en:france;1960;18;6.75;65;31;6.25;8;0.254;0.1
3222473264889;Muesli croustillant Casino;Casino;en:france;2066;24;5.3;57;24;6.3;9.3;0.2286;0.09
3222473270163;Chips Campagnardes;Casino;en:france;2296;35;2.9;52;0.5;4;5;1.2;0.472440945
3222473273409;Mini bonbons thé vert à la menthe sans sucres;Casino;en:france;970;0;0;96.9;0.2;0;0;0;0
3222473273652;Madeleines longues;Casino;en:france;1800;22;2;52;26;;6;1.1;0.433070866
3222473273843;Compote allégée Pomme Litchi Framboise;Casino;en:france;256;0;0;14;14;2.2;0;0;0
3222473274185;Faisselle moulée à la louche 6%;Casino;en:france;341;6;4;3.5;3;;3.5;0.1;0.039370079
3222473274192;Faisselle moulée à la louche;Casino;en:france;341;6;4;3.5;3;;3.5;0.1;0.039370079
3222473274482;100% jus Clémentine;Casino;en:france;214;0;0;12;12;;0.6;0;0
3222473275618;Merlu blanc aux petits légumes et boulghour;Casino;en:france;366;1.9;1.1;8.8;1.7;2.1;7.6;0.83058;0.327
3222473275632;Poulet à l'estragon aux légumes et quinoa;Casino;en:france;1468;7.2;1.8;48;0.6;5.7;20;1.50114;0.591
3222473288311;Bloc de Foie gras de Canard du Sud-Ouest avec morceaux IGP;Casino Délices,Casino,Groupe Casino;en:france;2089;52;24;3.9;0.8;0;5.8;1.27;0.5
3222473289554;Sauce Pesto à la Genovese;Casino Délices;en:france;1803;44;6.6;5.8;3.6;5.4;4.5;3;1.181102362
3222473289561;Sauce Pesto Rosso (basilic et tomates sechées);Casino,Casino Délices;en:france;1209;27.2;3.7;7.2;5.6;4.9;3.9;0.762;0.3
3222473289578;Sauce arrabiata pimentée;Casino,Casino Délices;en:france;1017;21;2.5;9.5;7.2;2.4;4.6;1.778;0.7
3222473289585;Sauce Tomate Ricotta basilic;Casino Délices;en:france;1154;23.6;4.2;11.1;6.1;2.8;5.4;1.27;0.5
3222473289615;Sauce Roquette, Mozzarella, Poivrons;Casino,Casino Délices;en:france;1055;22.5;4.1;8;3.9;1.6;5.1;1.524;0.6
3222473290437;Chips allégées;Casino;en:france;2031;24;2.4;59;0;4.8;6;1.1;0.433070866
3222473308804;Terrines aux noix de St Jacques recette à la bretonne;Casino;en:france;778;14;3.4;6.5;1.2;1.3;8.4;1.4986;0.59
3222473310630;Mayonnaise à la moutarde de Dijon;Casino Bio,Casino;en:france;2996;79;9;3;2;;1.3;1.6;0.62992126
3222473310661;Casino, Sauce : Tomates Basilic;casino;en:france;731;14.8;2.2;6;5;2.5;3.6;1.016;0.4
3222473330416;Sucre roux de canne en poudre;Casino,Casino Bio;en:france;1686;0;0;99.2;99.2;0;0;0;0
3222473388165;Saucisses de Francfort;Casino;en:france;1071;22;8.7;1.1;1.1;0;14;2.1336;0.84
3222473413102;6 mini Samossas poulet curry, sauce aigre douce;Casino Saveurs d'Ailleurs,Groupe Casino;en:france;1970;32.5;3.65;36;22;1.53;8.35;1.08;0.424
3222473416172;Chips aux 4 Légumes;Casino,Casino Délices;en:france;1710;26;2.9;39;31;15;5;0.762;0.3
3222473417377;Mini Gâches aux carreaux de chocolat belge (x 8) 360 g;Casino Délices,Casino;en:france;1497;14;9.1;49;16;2.3;7.5;0.889;0.35
3222473419081;Moutarde de Dijon;Casino;en:france;638;12;0.8;3.2;2.7;2.1;7.2;6.5;2.559055118
3222473432622;4 Nems poulet sauce nuoc-mâm, Parfumé à la menthe;Casino Saveurs d'Ailleurs,Groupe Casino;en:france;768;7.3;0.9;23;3.2;;6.3;1.6;0.62992126
3222473443383;Gazpacho;Casino;en:france;178;2.9;0.6;2.9;2.9;1.4;0.6;1.905;0.75
3222473443598;Mozzarella;Casino;en:france;1023;19;13;0.8;0.8;0;18;0;0
3222473446735;sticks et bretzels salés;casino;en:france;1613;2.4;0.3;77;1.9;3.5;11;3.048;1.2
3222473452521;Sauce Bolognaise;Casino,Groupe Casino;en:france;382;4.5;2.3;7.8;5.7;1.8;4.9;1.27;0.5
3222473452613;Sauce Napolitaine;Casino;en:france;185;1.2;0;5.3;4.4;2.3;1.9;2.032;0.8
3222473452675;Sauce Provençale;Casino;en:france;193;1.1;0.2;6.6;5.6;2.2;1.3;1.8796;0.74
3222473452750;Terrine de canard au poivre vert;Casino;en:france;1389;30;11;2.4;1.2;;14;1.8;0.708661417
3222473452767;Terrine de campagne aux cèpes;Casino;en:france;1439;32;13;4;2;;11;1.6;0.62992126
3222473452781;Terrine de sanglier au cognac;Casino;en:france;1028;19;9;2.1;1;;17;1.7;0.669291339
3222473452798;Terrine de lapin au thym;Casino;en:france;1157;24;10;0.8;0.6;0;15;1.7272;0.68
3222473459995;Orange à l'eau de source;Casino;en:france;167;0;0;9.8;8.8;;0;0;0
3222473460229;Boisson Pêche Abricot;Casino;en:france;173;0.1;0;9.8;8.8;0.1;0.1;0.0254;0.01
3222473461097;Pâte Feuilletée Bio Prête à dérouler;Casino,Casino bio;en:france;1546;21;8.9;37;1.4;3;6.8;1.3462;0.53
3222473461585;Saucisse sèche d'Auvergne;Casino;en:france;1878;36;14;2.1;2.1;;30;5.1054;2.01
3222473479382;Quenelles lyonnaises nature;Casino;en:france;872;12;8.4;16;3.2;1;9.2;0.889;0.35
3222473498642;Flammekueche;Casino;en:france;1916;21;8.1;54;6.6;;13;2.4;0.94488189
3222473511815;Clafoutis cerises;Casino,Groupe Casino;en:france;814;6;3.9;29;21;1.7;5.2;0.2032;0.08
3222473515288;Casino sardines à l'huile d'olive vierge extra;Casino;en:france;1259;23;4;0;0;0;24;0.8128;0.32
3222473515325;Sardines à l'huile d'olive vierge extra;Casino;en:france;1259;23;4;0;0;0;24;0.8128;0.32
3222473529001;Yaourts brassés saveur vanille;Casino,Casino Bio;en:france;392;2.7;1.6;14;13;0.1;3.5;0.0762;0.03
3222473542402;Couscous au poulet et merguez et ses petits légumes ;Casino,Groupe Casino;en:france;142;6;1.8;14;2.2;1.8;7.2;0.8636;0.34
3222473589647;Ginseng & Gingembre Energy Drink avec taurine;Ginseng Energy;en:france;187;0;0;11;11;0;0;0.1778;0.07
3222473590285;Casino filet de merlu blanc meunière;Casino;en:france;669;6.82;0.727;11.5;1.09;0.636;13.5;0.947;0.373
3222473590568;Filets de Limande du Nord Meunière;Casino;en:france;760;7.9;0.7;14;1.6;1.1;13;1.1;0.433070866
3222473592180;Boulgour Bio Casino;Casino;en:france;1445;2;0.4;62;2.5;12;13;0.0254;0.01
3222473592234;Couscous Bio;Casino;en:france;1547;2;0.4;73;4.8;3.5;12;0.0254;0.01
3222473592241;Riz semi-complet Bio Casino;Casino;en:france;1479;1.7;0.8;75;0.4;2.3;7.2;0.0254;0.01
3222473592302;Boisson au soja à la vanille;Casino;en:france;454;3.6;0.6;12;11;1;6.4;0.40005;0.1575
3222473607129;Palmiers salés fromage;Casino;en:france;2335;36;24;44;2.5;0.3;15;2.54;1
3222473613380;Ravioli Bolognaise Sauce à la viande;Casino,Groupe Casino;en:france;439;3.5;1.4;13;2.5;0.8;4.8;0.8382;0.33
3222473615476;Agrumes light;Casino;en:france;9;0.1;0;0.5;0.5;0.1;0.1;0.0254;0.01
3222473615612;Oursons;Casino Famili;en:france;1657;11;7;68;61;0.5;5.5;0.0762;0.03
3222473628469;Casino Cappuccino;Casino;en:france;1734;17;16;55;55;3.6;8.3;1.27;0.5
3222473628490;Cappuccino;Casino;en:france;1697;13;12;55;55;3.2;15;0.65;0.255905512
3222473630219;Cocktail fruits rouges, fruits exotiques;Casino,Casino délices;en:france;1522;6.4;5.6;75;68;4.2;0.6;0.2286;0.09
3222473631186;Lasagnes au saumon, Surgelées;Casino,Groupe Casino;en:france;537;5.7;1.8;13.4;1.8;0.5;5.8;0.8128;0.32
3222473631216;Lasagnes Chèvre-épinards, Surgelées;Casino,Groupe Casino;en:france;629;7.5;3.9;13;1.9;1.7;6.9;0.6604;0.26
3222473652402;Couscous au poulet et merguez et ses petits légumes;Casino;en:france;627;6.4;2;14;2.1;2.4;7.8;0.81;0.318897638
3222473658503;Ravioli Ricotta épinard;Casino;en:france;1130;4.6;1.4;46;2.5;2.4;9.3;1.016;0.4
3222473660308;Saumon fumé Bio (4 tranches) - 130 g;Casino Bio,Casino;en:france;884;13;4.8;0.5;0.4;0.4;23;2.794;1.1
3222473661558;Gratin à la savoyarde;Casino;en:france;592;8;3.9;12.5;2.1;1.5;4.2;0.7112;0.28
3222473661602;Boeuf boulgour;Casino;en:france;517;4;1.3;16.2;3;2.3;5.5;0.508;0.2
3222473661787;Lot de 3 pizzas royales surgelées;Casino;en:france;791;6.23;2.4;25;2.63;2.11;8.29;0.914;0.36
3222473662210;marshmallows;casino famili;en:france;1412;0.2;0;79;71;0.6;3.6;0.0254;0.01
3222473665655;Tarama Au saumon fumé;Casino,Groupe Casino;en:france;2311;58;5;2.9;1.5;1;6.8;1.0922;0.43
3222473665679;Tarama 40 % d'œufs de cabillaud ;Casino Délices,Groupe Casino;en:france;2309;58;4.3;2.3;0.7;1.2;7.3;2.032;0.8
3222473667215;Compote pommes abricots orangés passion;Casino délices;en:france,en:new-caledonia;401;0;0;23;22;1.2;0;0.05;0.019685039
3222473683796;Tartiflette au Reblochon de Savoie;Casino;en:france;685;9.8;6;11;0.5;2.3;6.9;0.70104;0.276
3222473683802;Gratin dauphinois au jambon gratiné au four;Casino;en:france;469;5.2;3.7;11;2.1;1.6;4.5;1.143;0.45
3222473692156;Boules Miel;Casino Famili;en:france;1651;1;0.2;88;23;2;6;1.27;0.5
3222473696444;Baguette Terre et Saveur;Casino;en:france;1092;0.9;;53.4;;;8.9;;
3222473704040;Purée de tomates 560 g;Casino;en:france;105;0.1;0;4.5;2.4;0.8;1.1;0.7112;0.28
3222473740109;Choux de Bruxelles;Casino,Groupe Casino;en:france;133;0.1;0.1;3.7;2.1;3.4;2.5;0.5842;0.23
3222473808946;Lasagnes au chèvre et aux épinards - 350 g - Casino;Casino;en:france;549;5.6;3.8;13;2.2;;7.1;0.69088;0.272
3222473884803;Filet de Poulet tranché, cuit au four, nature;Casino;en:france;522;1.2;0.3;1.1;1.1;1;27;1.2446;0.49
3222473885923;Douceur de lait;Casino délices;en:france;1252;3.5;2.5;59;51;;7;0.3;0.118110236
3222473895182;Casino Délices Noix de St Jacques aux agrumes, orecchiette et son concassé de tomates;Casino Délices;en:france;620;4.44;2.81;18.1;5.7;1.81;7.78;1.03;0.407
3222473895311;Yaourt nature bio Casino;Casino;en:france;262;3.4;2.1;4.1;4.1;0.1;3.9;0.1016;0.04
3222473900695;Cornichons aigres-doux;Casino;en:france;110;0;0;4.5;4;2;1;1.00076;0.394
3222473911899;Spécialité au Soja, Saveur Vanille;Casino,Groupe Casino;en:france;377;1.7;0.3;15;10;1.1;3.2;0.127;0.05
3222473937882;Limonade traditionnelle :Arôme naturel de citron-citron vert;Casino Délices,Casino;en:france;134;0;0;8;8;0;0;0.254;0.1
3222473947492;4 nems au crabe;Casino Saveurs d'ailleurs;en:france;676;4.4;0.6;20;3.8;2.3;9.1;1.016;0.4
3222473959075;Torsades feuilletées pur beurre;casino,Casino Délices;en:france;2240;31;22;59;20;;5.3;0.8;0.31496063
3222473960132;Pommes Dauphines;Casino;en:france;1168;17;1.8;27;2;1.5;4;1.27;0.5
3222473960149;100% Pur Jus Multifruits;casino;en:france;192;0.1;0.1;10.5;10.5;0.1;0.5;0.254;0.1
3222473960279;100% pur jus 3 agrumes avec pulpe;Casino;en:france;180;0;0;10;10;;0.6;0;0
3222473960293;Casino Bio 100% Pur jus d'orange avec pulpe;Casino,Casino BIO;en:france;199;0;0;11;9.5;0;0.7;0.0254;0.01
3222473960309;Jus de pomme 100% pur fruit pressé Bio Casino;Casino;en:france;184;0.1;0;10.5;10.5;0;0.1;0.0254;0.01
3222474016166;Confiture extra 4 fruits rouges;Casino;en:france;963;0.2;0;55;52;1.5;0.5;0;0
3222474018443;Casino sandwich pain viennois maxi thon tomate oeuf;Casino;en:france;999;7.2;0.8;32.4;7.6;2.2;10;1.07;0.42
3222474040642;Poire;Casino;en:france;187;0;0;11;11;;0;0.03;0.011811024
3222474042547;Boisson au riz calcium Casino Bio;Casino Bio;en:france;56;1.3;0.4;11;4.6;0.1;0.1;0.1016;0.04
3222474042844;Pipe Rigate Complètes Bio ;Casino BIO,Groupe Casino;en:france;1533;2;0.4;70;3;6;13;0.0254;0.01
3222474042851;Farfalle complètes Bio;Casino BIO,Groupe Casino;en:france;1533;2;0.4;70;3;6;13;0.0254;0.01
